"store_id","state_id","city_name","store_name","store_website","street_address","postal_code","country_id","telephone","lat","lng"
429,"TX","Katy","Trader Joe's Katy (Cinco Ranch) (429)","https://locations.traderjoes.com/tx/katy/429","2717 Commercial Center Blvd","77494","US","+1 281-392-4200","29.740300","-95.774990"
430,"TX","Sugar Land","Trader Joe's Sugar Land (430)","https://locations.traderjoes.com/tx/sugar-land/430","13550 University Blvd","77479","US","+1 281-805-3021","29.584000","-95.650090"
431,"TX","Houston","Trader Joe's Houston - West (431)","https://locations.traderjoes.com/tx/houston/431","11683 Westheimer Rd","77077","US","+1 281-496-2488","29.735370","-95.582440"
451,"TX","San Antonio","Trader Joe's San Antonio (451)","https://locations.traderjoes.com/tx/san-antonio/451","350 East Basse Road","78209","US","+1 210-826-1110","29.496630","-98.478070"
452,"TX","Austin","Trader Joe's Austin - Seaholm (452)","https://locations.traderjoes.com/tx/austin/452","211 Walter Seaholm Dr","78701","US","+1 512-474-2263","30.267620","-97.752740"
453,"TX","Austin","Trader Joe's Austin - Rollingwood (453)","https://locations.traderjoes.com/tx/austin/453","2805 Bee Cave Rd","78746","US","+1 512-306-1032","30.270370","-97.789580"
454,"TX","Austin","Trader Joe's Austin - Northwest (454)","https://locations.traderjoes.com/tx/austin/454","9722 Great Hills Trail","78759","US","+1 512-241-1248","30.394920","-97.752530"
455,"TX","San Antonio","Trader Joe's San Antonio - Sonterra Village (455)","https://locations.traderjoes.com/tx/san-antonio/455","403 N Loop 1604 W","78232","US","+1 210-939-5789","29.609300","-98.499040"
456,"TX","Coppell","Trader Joe's Coppell (456)","https://locations.traderjoes.com/tx/coppell/456","120 S Denton Tap Rd.","75019","US","+1 945-202-7413","32.968990","-96.993160"
460,"OK","Tulsa","Trader Joe's Tulsa (460)","https://locations.traderjoes.com/ok/tulsa/460","3702 S Peoria Ave","74105","US","+1 918-712-9768","36.109570","-95.975950"
461,"OK","Nichols Hills","Trader Joe's Oklahoma City - Nichols Hills (461)","https://locations.traderjoes.com/ok/nichols-hills/461","6409 Avondale Dr","73116","US","+1 405-843-5655","35.537850","-97.532040"
500,"MA","Boston","Trader Joe's Boston (Boylston St) (500)","https://locations.traderjoes.com/ma/boston/500","500 Boylston St","02116","US","+1 617-693-6302","42.350550","-71.073900"
501,"MA","Brookline","Trader Joe's Brookline (501)","https://locations.traderjoes.com/ma/brookline/501","1317 Beacon St","02446","US","+1 617-278-9997","42.341680","-71.120780"
502,"MA","Cambridge","Trader Joe's Cambridge (502)","https://locations.traderjoes.com/ma/cambridge/502","748 Memorial Dr","02139","US","+1 617-491-8582","42.358270","-71.114220"
503,"MA","Framingham","Trader Joe's Framingham (503)","https://locations.traderjoes.com/ma/framingham/503","659 Worcester Rd","01701","US","+1 508-935-2931","42.299050","-71.424670"
504,"MA","Needham","Trader Joe's Needham Heights (504)","https://locations.traderjoes.com/ma/needham/504","958 Highland Ave","02494","US","+1 781-449-6993","42.292390","-71.235110"
505,"MA","Arlington","Trader Joe's Arlington (505)","https://locations.traderjoes.com/ma/arlington/505","1427 Massachusetts Ave","02476","US","+1 781-646-9138","42.425290","-71.188480"
506,"MA","Saugus","Trader Joe's Saugus (506)","https://locations.traderjoes.com/ma/saugus/506","358 Broadway","01906","US","+1 781-231-0848","42.483510","-71.017330"
507,"NH","Nashua","Trader Joe's Nashua (507)","https://locations.traderjoes.com/nh/nashua/507","262 Daniel Webster HWY","03060","US","+1 603-888-5460","42.707750","-71.440860"
508,"MA","Shrewsbury","Trader Joe's Shrewsbury (508)","https://locations.traderjoes.com/ma/shrewsbury/508","77 Boston Turnpike","01545","US","+1 508-755-9560","42.275400","-71.751280"
509,"MA","West Newton","Trader Joe's West Newton (509)","https://locations.traderjoes.com/ma/west-newton/509","1121 Washington St","02465","US","+1 617-244-1620","42.349890","-71.219440"
510,"MA","Boston","Trader Joe's Boston - Back Bay (510)","https://locations.traderjoes.com/ma/boston/510","899 Boylston St","02115","US","+1 617-262-6505","42.348510","-71.084120"
511,"MA","Acton","Trader Joe's Acton (511)","https://locations.traderjoes.com/ma/acton/511","145 Great Rd","01720","US","+1 978-266-8908","42.482430","-71.414520"
512,"MA","Hadley","Trader Joe's Hadley (512)","https://locations.traderjoes.com/ma/hadley/512","375 Russell St","01035","US","+1 413-587-3260","42.357790","-72.549420"
513,"MA","Hanover","Trader Joe's Hanover (513)","https://locations.traderjoes.com/ma/hanover/513","1775 Washington St","02339","US","+1 339-298-1530","42.143600","-70.843120"
514,"MA","Hyannis","Trader Joe's Hyannis (514)","https://locations.traderjoes.com/ma/hyannis/514","655 Iyannough Road Rt 132","02601","US","+1 508-790-3008","41.666660","-70.292250"
515,"MA","Burlington","Trader Joe's Burlington (515)","https://locations.traderjoes.com/ma/burlington/515","51 Middlesex Turnpike","01803","US","+1 781-273-2310","42.473520","-71.211210"
516,"MA","Peabody","Trader Joe's Peabody (516)","https://locations.traderjoes.com/ma/peabody/516","300 Andover St","01960","US","+1 978-977-5316","42.549980","-70.955080"
517,"MA","Cambridge","Trader Joe's Cambridge Fresh Pond (517)","https://locations.traderjoes.com/ma/cambridge/517","211 Alewife Brook Pkwy","02138","US","+1 617-498-3201","42.389910","-71.143450"
518,"RI","Warwick","Trader Joe's Warwick (518)","https://locations.traderjoes.com/ri/warwick/518","1000 Bald Hill Rd","02886","US","+1 401-821-5368","41.712510","-71.486990"
519,"ME","Portland","Trader Joe's Portland (519)","https://locations.traderjoes.com/me/portland/519","87 Marginal Way","04101","US","+1 207-699-3799","43.661820","-70.264590"
520,"NH","Portsmouth","Trader Joe's Newington/Portsmouth (520)","https://locations.traderjoes.com/nh/portsmouth/520","45 Gosling Rd","03801","US","+1 603-431-2654","43.091990","-70.799790"
521,"CT","Westport","Trader Joe's Westport (521)","https://locations.traderjoes.com/ct/westport/521","400 Post Road E","06880","US","+1 203-226-8966","41.139240","-73.350930"
522,"CT","Darien","Trader Joe's Darien (522)","https://locations.traderjoes.com/ct/darien/522","436 Boston Post Rd","06820","US","+1 203-656-1414","41.084490","-73.462500"
523,"CT","Fairfield","Trader Joe's Fairfield (523)","https://locations.traderjoes.com/ct/fairfield/523","2258 Black Rock Turnpike","06825","US","+1 203-330-8301","41.182540","-73.253750"
524,"CT","Orange","Trader Joe's Orange (524)","https://locations.traderjoes.com/ct/orange/524","560 Boston Post Rd","06477","US","+1 203-795-5505","41.251580","-73.020080"
525,"CT","Danbury","Trader Joe's Danbury (525)","https://locations.traderjoes.com/ct/danbury/525","113 Mill Plain Rd","06811","US","+1 203-739-0098","41.392340","-73.522520"
526,"CT","West Hartford","Trader Joe's West Hartford (526)","https://locations.traderjoes.com/ct/west-hartford/526","1489 New Britain Ave","06110","US","+1 860-561-4771","41.723470","-72.758260"
527,"VT","South Burlington","Trader Joe's South Burlington (527)","https://locations.traderjoes.com/vt/south-burlington/527","200 Dorset St","05403","US","+1 802-658-4500","44.463760","-73.180400"
528,"MA","Foxborough","Trader Joe's Foxborough - Patriot Place (528)","https://locations.traderjoes.com/ma/foxborough/528","350 Patriot Place","02035","US","+1 508-543-1978","42.086290","-71.270230"
529,"CT","Stamford","Trader Joe's Stamford (529)","https://locations.traderjoes.com/ct/stamford/529","1041 High Ridge Rd","06905","US","+1 203-321-8440","41.106670","-73.547850"
530,"MA","Hingham","Trader Joe's Hingham (530)","https://locations.traderjoes.com/ma/hingham/530","5 Essington Drive","02043","US","+1 781-740-2038","42.249190","-70.925240"
531,"NY","Scarsdale","Trader Joe's Scarsdale (531)","https://locations.traderjoes.com/ny/scarsdale/531","727 White Plains Rd","10583","US","+1 914-472-2988","40.972210","-73.804900"
532,"NY","Larchmont","Trader Joe's Larchmont (532)","https://locations.traderjoes.com/ny/larchmont/532","1260 Boston Post Rd","10538","US","+1 914-833-9112","40.938440","-73.745950"
533,"NY","Hartsdale","Trader Joe's Hartsdale (533)","https://locations.traderjoes.com/ny/hartsdale/533","215 N Central Ave","10530","US","+1 914-997-1960","41.025490","-73.793440"
534,"NY","Rochester","Trader Joe's Rochester (534)","https://locations.traderjoes.com/ny/rochester/534","3349 Monroe Ave","14618","US","+1 585-248-5011","43.103970","-77.541940"
535,"NY","Colonie","Trader Joe's Colonie/Albany (535)","https://locations.traderjoes.com/ny/colonie/535","79 Wolf Rd","12205","US","+1 518-482-4538","42.714190","-73.812470"
536,"NY","Buffalo","Trader Joe's Amherst (536)","https://locations.traderjoes.com/ny/buffalo/536","1565 Niagara Falls Blvd","14228","US","+1 716-833-4687","42.997720","-78.821680"
537,"NY","Syracuse","Trader Joe's Syracuse (537)","https://locations.traderjoes.com/ny/syracuse/537","3422 Erie Blvd E","13214","US","+1 315-446-1629","43.046250","-76.070400"
538,"NY","New York","Trader Joe's Essex Crossing (538)","https://locations.traderjoes.com/ny/new-york/538","400 Grand St. (Cellar)","10002","US","+1 212-477-8340","40.716190","-73.987010"
539,"NY","New York","Trader Joe's SoHo (539)","https://locations.traderjoes.com/ny/new-york/539","233 Spring Street","10013","US","+1 212-691-2721","40.725690","-74.004870"
540,"NY","New York","Trader Joe's Union Square (540)","https://locations.traderjoes.com/ny/new-york/540","142 E 14th St","10003","US","+1 212-529-4612","40.733460","-73.987970"
542,"NY","New York","Trader Joe's 72nd & Broadway (542)","https://locations.traderjoes.com/ny/new-york/542","2073 Broadway","10023","US","+1 212-799-0028","40.778540","-73.982270"
543,"NY","New York","Trader Joe's Chelsea (543)","https://locations.traderjoes.com/ny/new-york/543","675 6th Ave","10010","US","+1 212-255-2106","40.742100","-73.994000"
544,"NY","New York","Trader Joe's New York - Murray Hill (544)","https://locations.traderjoes.com/ny/new-york/544","200 E 32nd St","10016","US","+1 212-889-3279","40.744050","-73.978900"
545,"NY","New York","Trader Joe's Upper West Side (545)","https://locations.traderjoes.com/ny/new-york/545","670 Columbus Ave","10025","US","+1 212-678-1680","40.790690","-73.969340"
546,"NY","New York","Trader Joe's East Village (546)","https://locations.traderjoes.com/ny/new-york/546","436 East 14th St","10009","US","+1 212-777-9412","40.730490","-73.980960"
547,"NY","Brooklyn","Trader Joe's Brooklyn - City Point (547)","https://locations.traderjoes.com/ny/brooklyn/547","445 Gold St","11201","US","+1 718-243-0107","40.690260","-73.983200"
548,"NY","Brooklyn","Trader Joe's Brooklyn - Williamsburg (548)","https://locations.traderjoes.com/ny/brooklyn/548","200 Kent Ave","11249","US","+1 718-218-7315","40.717900","-73.964500"
550,"NY","Garden City","Trader Joe's Westbury (550)","https://locations.traderjoes.com/ny/garden-city/550","910 Old Country Rd","11530","US","+1 516-794-0174","40.744490","-73.604060"
551,"NY","Commack","Trader Joe's Commack (551)","https://locations.traderjoes.com/ny/commack/551","5900 Jericho Turnpike","11725","US","+1 631-499-0898","40.840350","-73.307500"
552,"NY","Oceanside","Trader Joe's Oceanside (552)","https://locations.traderjoes.com/ny/oceanside/552","3418 Long Beach Rd","11572","US","+1 516-536-9163","40.626910","-73.641160"
553,"NY","Merrick","Trader Joe's Merrick (553)","https://locations.traderjoes.com/ny/merrick/553","1714 Merrick Rd","11566","US","+1 516-771-1012","40.653560","-73.558770"
554,"NY","Hewlett","Trader Joe's Hewlett (554)","https://locations.traderjoes.com/ny/hewlett/554","1280 West Broadway","11557","US","+1 516-569-7191","40.639060","-73.701680"
555,"NY","Plainview","Trader Joe's Plainview (555)","https://locations.traderjoes.com/ny/plainview/555","425 S Oyster Bay Rd","11803","US","+1 516-933-6900","40.781630","-73.501600"
556,"NY","Lake Grove","Trader Joe's Lake Grove (556)","https://locations.traderjoes.com/ny/lake-grove/556","2085 Smith Haven Plaza","11755","US","+1 631-366-2094","40.868650","-73.128180"
557,"NY","Queens","Trader Joe's Rego Park (557)","https://locations.traderjoes.com/ny/queens/557","9030 Metropolitan Ave","11374","US","+1 718-275-1791","40.711520","-73.858580"
558,"NY","Brooklyn","Trader Joe's Brooklyn (558)","https://locations.traderjoes.com/ny/brooklyn/558","130 Court St","11201","US","+1 718-246-8460","40.689510","-73.992620"
559,"NY","Staten Island","Trader Joe's Staten Island (559)","https://locations.traderjoes.com/ny/staten-island/559","2385 Richmond Ave","10314","US","+1 718-370-1085","40.589850","-74.165990"
560,"MA","Somerville","Trader Joe's Somerville (560)","https://locations.traderjoes.com/ma/somerville/560","145 Middlesex Ave","02145","US","+1 617-591-0124","42.395120","-71.082500"
561,"MA","Allston","Trader Joe's Allston (561)","https://locations.traderjoes.com/ma/allston/561","199 N Harvard St","02134","US","+1 617-787-1238","42.363490","-71.129700"
562,"NH","Bedford","Trader Joe's Bedford (562)","https://locations.traderjoes.com/nh/bedford/562","2 Market Street","03110","US","+1 603-222-3074","42.953470","-71.477410"
563,"CT","Manchester","Trader Joe's Manchester (563)","https://locations.traderjoes.com/ct/manchester/563","1510 Pleasant Valley Road","06042","US","+1 860-644-3182","41.806640","-72.557560"
565,"NY","Queens","Trader Joe's Long Island City (565)","https://locations.traderjoes.com/ny/queens/565","22-43 Jackson Ave","11101","US","+1 718-472-2672","40.745880","-73.946220"
566,"MA","Boston","Trader Joe's Fort Point Seaport (566)","https://locations.traderjoes.com/ma/boston/566","44 Thomson Place","02210","US","+1 617-941-3714","42.351770","-71.047360"
567,"NY","Yorktown","Trader Joe's Yorktown (567)","https://locations.traderjoes.com/ny/yorktown/567","3240 Crompond Road","10598","US","+1 914-737-1460","41.291340","-73.824410"
568,"NY","Ithaca","Trader Joe's Ithaca (568)","https://locations.traderjoes.com/ny/ithaca/568","744 S Meadow Street","14850","US","+1 607-272-1420","42.429540","-76.508020"
569,"PA","Camp Hill","Trader Joe's Camp Hill (569)","https://locations.traderjoes.com/pa/camp-hill/569","3545 Gettysburg Road","17011","US","+1 717-730-6025","40.223780","-76.935800"
571,"NY","New York","Trader Joe's Upper East Side - Bridgemarket (571)","https://locations.traderjoes.com/ny/new-york/571","405 E. 59th Street","10022","US","+1 212-935-3870","40.759450","-73.960610"
572,"RI","Providence","Trader Joe's Providence (572)","https://locations.traderjoes.com/ri/providence/572","425 S Main St","02903","US","+1 401-459-4090","41.820380","-71.403510"
574,"NY","Halfmoon","Trader Joe's Halfmoon (574)","https://locations.traderjoes.com/ny/halfmoon/574","3 Halfmoon Crossing Blvd","12065","US","+1 518-383-5015","42.858400","-73.766800"
576,"NY","New York","Trader Joe's Harlem (576)","https://locations.traderjoes.com/ny/new-york/576","123 W 125th St","10027","US","+1 646-337-1986","40.808380","-73.946550"
578,"NY","Queens","Trader Joe's Forest Hills (578)","https://locations.traderjoes.com/ny/queens/578","69-65 Yellowstone Blvd","11375","US","+1 718-544-8589","40.722580","-73.848570"
580,"NY","Staten Island","Trader Joe's Staten Island - Tottenville (580)","https://locations.traderjoes.com/ny/staten-island/580","6400 Amboy Rd","10309","US","","40.522060","-74.215450"
582,"MA","Milford","Trader Joe's Milford (582)","https://locations.traderjoes.com/ma/milford/582","230 Fortune Blvd","01757","US","+1 508-318-9234","42.160740","-71.501870"
584,"PA","Berwyn","Trader Joe's Berwyn (584)","https://locations.traderjoes.com/pa/berwyn/584","550 Lancaster Ave","19312","US","","40.047380","-75.437510"
585,"PA","King of Prussia","Trader Joe's King of Prussia (585)","https://locations.traderjoes.com/pa/king-of-prussia/585","224 W Dekalb Pike","19406","US","+1 484-261-7509","40.094350","-75.367600"
586,"CT","Glastonbury","Trader Joe's Glastonbury (586)","https://locations.traderjoes.com/ct/glastonbury/586","400 Hebron Ave","06033","US","+1 860-633-9270","41.713370","-72.599800"
589,"MD","Rockville","Trader Joe's Rockville - Town Square (589)","https://locations.traderjoes.com/md/rockville/589","225 N Washington St","20850","US","","39.086530","-77.152730"
590,"NJ","Freehold","Trader Joe's Freehold (590)","https://locations.traderjoes.com/nj/freehold/590","4331 Route 9","07728","US","+1 732-462-1539","40.280790","-74.293300"
591,"NJ","Middletown Township","Trader Joe's Middletown (591)","https://locations.traderjoes.com/nj/middletown-township/591","1447 NJ-35","07748","US","+1 732-808-3237","40.439180","-74.119670"
600,"IN","South Bend","Trader Joe's South Bend (600)","https://locations.traderjoes.com/in/south-bend/600","1140 East Howard","46617","US","+1 574-472-8744","41.687790","-86.234760"
601,"NJ","Westfield","Trader Joe's Westfield (601)","https://locations.traderjoes.com/nj/westfield/601","155 Elm St","07090","US","+1 908-301-0910","40.651950","-74.350190"
602,"NJ","Westwood","Trader Joe's Westwood (602)","https://locations.traderjoes.com/nj/westwood/602","20 Irvington St","07675","US","+1 201-263-0134","40.993030","-74.035920"
603,"NJ","Wayne","Trader Joe's Wayne (603)","https://locations.traderjoes.com/nj/wayne/603","910 Hamburg Turnpike","07470","US","+1 973-872-4604","40.958960","-74.229910"
604,"NJ","Florham Park","Trader Joe's Florham Park (604)","https://locations.traderjoes.com/nj/florham-park/604","176 Columbia Turnpike","07932","US","+1 973-377-0679","40.788800","-74.392310"
605,"NJ","Paramus","Trader Joe's Paramus (605)","https://locations.traderjoes.com/nj/paramus/605","404 Rt 17 N","07652","US","+1 201-265-9624","40.948360","-74.070640"
606,"NJ","Edgewater","Trader Joe's Edgewater (606)","https://locations.traderjoes.com/nj/edgewater/606","715 River Rd","07020","US","+1 201-945-5932","40.819620","-73.977500"
607,"NJ","Princeton","Trader Joe's Princeton (607)","https://locations.traderjoes.com/nj/princeton/607","3528 Brunswick Pike","08540","US","+1 609-897-0581","40.310670","-74.661160"
608,"NJ","Shrewsbury","Trader Joe's Shrewsbury (608)","https://locations.traderjoes.com/nj/shrewsbury/608","1031 Broad St","07702","US","+1 732-389-2535","40.316350","-74.060990"
609,"NJ","Millburn","Trader Joe's Millburn (609)","https://locations.traderjoes.com/nj/millburn/609","187 Millburn Ave","07041","US","+1 973-218-0912","40.723000","-74.296150"
610,"NJ","Clifton","Trader Joe's Clifton (610)","https://locations.traderjoes.com/nj/clifton/610","259 Allwood Road","07012","US","+1 973-777-5020","40.837380","-74.151970"
611,"NJ","Hoboken","Trader Joe's Hoboken (611)","https://locations.traderjoes.com/nj/hoboken/611","1350 Willow Ave.","07030","US","+1 201-714-4790","40.753730","-74.030100"
612,"NJ","North Brunswick","Trader Joe's North Brunswick (612)","https://locations.traderjoes.com/nj/north-brunswick/612","869 US-1","08902","US","+1 732-993-1403","40.462680","-74.459440"
613,"NJ","Cherry Hill","Trader Joe's Cherry Hill (613)","https://locations.traderjoes.com/nj/cherry-hill/613","775 Haddonfield Rd","08002","US","+1 856-488-0801","39.929750","-75.032100"
614,"NJ","Bridgewater","Trader Joe's Bridgewater (614)","https://locations.traderjoes.com/nj/bridgewater/614","315 Promenade Blvd","08807","US","+1 732-805-0268","40.563510","-74.557890"
615,"NJ","Brick","Trader Joe's Brick (615)","https://locations.traderjoes.com/nj/brick/615","110 Brick Plaza","08723","US","+1 732-477-4781","40.059150","-74.140340"
617,"NJ","Denville","Trader Joe's Denville (617)","https://locations.traderjoes.com/nj/denville/617","3056 State Route 10 West","07834","US","+1 973-537-3672","40.867020","-74.507730"
618,"PA","Philadelphia","Trader Joe's Arch St. (618)","https://locations.traderjoes.com/pa/philadelphia/618","1324 Arch St.","19107","US","+1 215-563-2170","39.954030","-75.162450"
619,"VA","Ashburn","Trader Joe's Ashburn (619)","https://locations.traderjoes.com/va/ashburn/619","44755 Brimfield Dr","20147","US","+1 703-858-5993","39.050310","-77.452810"
620,"DC","Washington","Trader Joe's Glover Park (620)","https://locations.traderjoes.com/dc/washington/620","2101 Wisconsin Ave NW","20007","US","+1 202-944-8403","38.917470","-77.068400"
621,"DC","Washington","Trader Joe's Washington - Union Market District (621)","https://locations.traderjoes.com/dc/washington/621","350 Florida Ave. NE","20002","US","+1 202-608-1023","38.907770","-77.001060"
622,"DC","Washington","Trader Joe's Washington - Capitol Hill (622)","https://locations.traderjoes.com/dc/washington/622","750 Pennsylvania Ave SE","20003","US","+1 202-698-0190","38.884740","-76.995530"
623,"MD","Bethesda","Trader Joe's Bethesda - Downtown (623)","https://locations.traderjoes.com/md/bethesda/623","7900 Wisconsin Ave","20814","US","+1 301-215-7913","38.989620","-77.095550"
624,"PA","Pittsburgh","Trader Joe's Pittsburgh North Hills (624)","https://locations.traderjoes.com/pa/pittsburgh/624","9020 Covenant Ave","15237","US","+1 412-366-1131","40.570340","-80.022240"
625,"KY","Louisville","Trader Joe's Louisville Wine Shop (625)","https://locations.traderjoes.com/ky/louisville/625","4600 Shelbyville Rd Ste 112","40207","US","+1 502-895-7872","38.250240","-85.629130"
626,"KY","Lexington","Trader Joe's Lexington Wine Shop (626)","https://locations.traderjoes.com/ky/lexington/626","2320 Nicholasville Road","40503","US","+1 859-277-0144","38.004740","-84.518200"
627,"KY","Lexington","Trader Joe's Lexington Grocery (627)","https://locations.traderjoes.com/ky/lexington/627","2326 Nicholasville Rd","40503","US","+1 859-313-5030","38.004850","-84.518190"
628,"KY","Louisville","Trader Joe's Louisville Grocery (628)","https://locations.traderjoes.com/ky/louisville/628","4600 Shelbyville Rd","40207","US","+1 502-895-1361","38.250240","-85.629130"
629,"PA","State College","Trader Joe's State College (629)","https://locations.traderjoes.com/pa/state-college/629","243 Patriot Lane","16803","US","+1 814-234-2224","40.810350","-77.902370"
630,"PA","Pittsburgh","Trader Joe's Pittsburgh - South Hills (630)","https://locations.traderjoes.com/pa/pittsburgh/630","1630 Washington Rd","15241","US","+1 412-835-2212","40.351530","-80.051720"
631,"NJ","Marlton","Trader Joe's Marlton (631)","https://locations.traderjoes.com/nj/marlton/631","300 P Route 73 S","08053","US","+1 856-988-3323","39.891100","-74.924970"
632,"PA","Wayne","Trader Joe's Wayne (632)","https://locations.traderjoes.com/pa/wayne/632","171 E Swedesford Rd","19087","US","+1 610-225-0925","40.073300","-75.433550"
633,"PA","Jenkintown","Trader Joe's Jenkintown (633)","https://locations.traderjoes.com/pa/jenkintown/633","933 Old York Rd","19046","US","+1 215-885-5240","40.108280","-75.123020"
634,"PA","Philadelphia","Trader Joe's Philadelphia - Center City (634)","https://locations.traderjoes.com/pa/philadelphia/634","2121 Market St","19103","US","+1 215-569-9282","39.954050","-75.176230"
635,"PA","Ardmore","Trader Joe's Ardmore (635)","https://locations.traderjoes.com/pa/ardmore/635","112 Coulter Ave","19003","US","+1 610-658-0645","40.007280","-75.286510"
636,"DE","Wilmington","Trader Joe's Wilmington (636)","https://locations.traderjoes.com/de/wilmington/636","5605 Concord Pike","19803","US","+1 302-478-8494","39.833930","-75.541900"
637,"PA","Media","Trader Joe's Media (637)","https://locations.traderjoes.com/pa/media/637","12 E State St","19063","US","+1 610-891-2752","39.917570","-75.388850"
638,"PA","Pittsburgh","Trader Joe's Pittsburgh (638)","https://locations.traderjoes.com/pa/pittsburgh/638","6343 Penn Ave","15206","US","+1 412-363-5748","40.458810","-79.919220"
639,"PA","North Wales","Trader Joe's North Wales (639)","https://locations.traderjoes.com/pa/north-wales/639","1460 Bethlehem Pike","19454","US","+1 215-646-5870","40.209760","-75.222930"
640,"VA","Arlington","Trader Joe's Arlington - Clarendon (640)","https://locations.traderjoes.com/va/arlington/640","1109 N Highland St","22201","US","+1 703-351-8015","38.886660","-77.094730"
641,"VA","Falls Church","Trader Joe's Falls Church - Tyson's Station (641)","https://locations.traderjoes.com/va/falls-church/641","7514 Leesburg Turnpike","22043","US","+1 703-288-0566","38.904340","-77.203830"
642,"MD","Rockville","Trader Joe's Rockville (642)","https://locations.traderjoes.com/md/rockville/642","12268-H Rockville Pike","20852","US","+1 301-468-6656","39.057210","-77.122560"
643,"VA","Fairfax","Trader Joe's Fairfax (643)","https://locations.traderjoes.com/va/fairfax/643","9464 Main St","22031","US","+1 703-764-8550","38.842600","-77.270350"
644,"VA","Bailey&#x27;s Crossroads","Trader Joe's Bailey's Crossroads (644)","https://locations.traderjoes.com/va/bailey-s-crossroads/644","5847 Leesburg Pike","22041","US","+1 703-379-5883","38.850940","-77.132570"
645,"MD","Bethesda","Trader Joe's Bethesda (645)","https://locations.traderjoes.com/md/bethesda/645","6831 Wisconsin Ave","20815","US","+1 301-907-0982","38.978350","-77.090630"
646,"VA","Reston","Trader Joe's Reston (646)","https://locations.traderjoes.com/va/reston/646","11958 Killingsworth Ave","20194","US","+1 703-689-0865","38.967210","-77.359070"
647,"VA","Alexandria","Trader Joe's Alexandria (647)","https://locations.traderjoes.com/va/alexandria/647","612 N Saint Asaph St","22314","US","+1 703-548-0611","38.811120","-77.044960"
648,"MD","Rockville","Trader Joe's North Potomac (648)","https://locations.traderjoes.com/md/rockville/648","10076 Darnestown Rd","20850","US","+1 301-762-0782","39.096540","-77.206820"
649,"MD","Towson","Trader Joe's Towson (649)","https://locations.traderjoes.com/md/towson/649","800 Kenilworth Drive","21204","US","+1 410-321-0276","39.411540","-76.618300"
650,"MD","Annapolis","Trader Joe's Annapolis (650)","https://locations.traderjoes.com/md/annapolis/650","160 F Jennifer Rd","21401","US","+1 410-573-0505","38.989050","-76.540180"
651,"VA","Springfield","Trader Joe's Springfield (651)","https://locations.traderjoes.com/va/springfield/651","6394 Springfield Plaza","22150","US","+1 703-569-9301","38.781740","-77.189640"
652,"MD","Silver Spring","Trader Joe's Silver Spring (652)","https://locations.traderjoes.com/md/silver-spring/652","10741 Columbia Pike","20901","US","+1 301-681-1675","39.031450","-77.003580"
653,"DC","Washington","Trader Joe's Washington - 25th St (653)","https://locations.traderjoes.com/dc/washington/653","1101 25th Street NW","20037","US","+1 202-296-1921","38.904200","-77.053010"
654,"VA","Centreville","Trader Joe's Centreville (654)","https://locations.traderjoes.com/va/centreville/654","14100 Lee Hwy","20120","US","+1 703-815-0697","38.839490","-77.424690"
655,"MD","Pikesville","Trader Joe's Pikesville (655)","https://locations.traderjoes.com/md/pikesville/655","1809 Reisterstown Rd","21208","US","+1 410-484-8373","39.387360","-76.736400"
656,"VA","Newport News","Trader Joe's Newport News (656)","https://locations.traderjoes.com/va/newport-news/656","12551 Jefferson Ave","23602","US","+1 757-890-0235","37.129280","-76.516590"
657,"VA","Williamsburg","Trader Joe's Williamsburg (657)","https://locations.traderjoes.com/va/williamsburg/657","5000 Settlers Market Blvd","23188","US","+1 757-259-2135","37.277110","-76.747750"
658,"MD","Elkridge","Trader Joe's Columbia (658)","https://locations.traderjoes.com/md/elkridge/658","6610 Marie Curie Dr","21075","US","+1 410-953-8139","39.188260","-76.795590"
659,"VA","Glen Allen","Trader Joe's Richmond/Short Pump (659)","https://locations.traderjoes.com/va/glen-allen/659","11331 W Broad St","23060","US","+1 804-360-4098","37.648810","-77.606090"
660,"VA","Virginia Beach","Trader Joe's Virginia Beach (660)","https://locations.traderjoes.com/va/virginia-beach/660","503 Hilltop Plaza","23454","US","+1 757-422-4840","36.848650","-76.024970"
661,"VA","Charlottesville","Trader Joe's Charlottesville (661)","https://locations.traderjoes.com/va/charlottesville/661","2025 Bond St.","22901","US","+1 434-974-1466","38.062990","-78.491500"
662,"DC","Washington","Trader Joe's Washington - 14th St (662)","https://locations.traderjoes.com/dc/washington/662","1914 14th St NW","20009","US","+1 202-986-1591","38.916100","-77.032250"
663,"TN","Knoxville","Trader Joe's Knoxville (663)","https://locations.traderjoes.com/tn/knoxville/663","8001 Kingston Pike","37919","US","+1 865-670-4088","35.925520","-84.046030"
664,"TN","Nashville","Trader Joe's Nashville (664)","https://locations.traderjoes.com/tn/nashville/664","3909 Hillsboro Pike","37215","US","+1 615-297-6560","36.105120","-86.815600"
665,"MI","Grosse Pointe","Trader Joe's Grosse Pointe (665)","https://locations.traderjoes.com/mi/grosse-pointe/665","17028 Kercheval Ave","48230","US","+1 313-640-7794","42.389740","-82.915930"
667,"MI","Northville","Trader Joe's Northville (667)","https://locations.traderjoes.com/mi/northville/667","18771 Traditions Drive","48167","US","+1 248-349-4909","42.422750","-83.433680"
